predict,gender,weight,height
2,female,60.61438596,130.3700115
0,female,65.93942566,157.1603635
1,female,59.27965397,86.89071184
0,female,66.80249134,152.0677667
1,female,63.79052863,122.1211978
2,female,65.68203323,137.067229
2,female,67.41306357,146.0900406
0,female,64.76544982,150.5606753
0,female,66.32396557,148.938464
1,female,63.69530743,120.9655763
2,female,61.75031047,141.2854995
2,female,62.34460773,128.7323902
2,female,66.38743529,124.277552
2,female,61.59547432,140.3768012
2,female,67.94173691,142.9619779
2,female,64.71546467,146.1894933
2,female,64.50565391,143.0434578
2,female,62.78886779,130.0719252
0,female,69.2467637,168.2180195
1,female,60.94956167,114.791401
0,female,65.7774434,167.6862317
0,female,70.08392113,165.7713225
2,female,64.39909116,141.7305126
2,female,62.2671781,129.3516499
0,female,65.34153085,164.0304165
2,female,65.880014,131.7614428
1,female,60.68038772,119.1956979
2,female,64.38706146,133.1152129
0,female,68.0593086,150.9796778
2,female,63.98969206,141.4877525
2,female,64.10201303,141.74505
0,female,64.74900746,149.3314873
1,female,63.15162935,119.1911945
2,female,60.93869849,135.6015684
1,female,61.69433713,122.7464946
2,female,65.74771091,139.8383629
0,female,68.6686722,168.5407575
2,female,61.68554306,126.0073366
2,female,64.37461739,135.6239482
1,female,60.44378913,109.6883258
0,female,65.60635039,156.0430873
1,female,62.78427635,109.0296902
1,female,61.10051608,114.9558142
0,female,65.02031402,156.7356928
1,female,57.48139209,87.49657111
1,female,59.52719696,123.0446678
1,female,62.19627449,120.0081987
1,female,59.99806593,113.9449883
1,female,62.01501358,121.2394362
1,female,62.59053471,119.5415943
0,female,68.6213425,161.3503565
2,female,60.85431119,140.811514
2,female,62.1458607,128.9679968
1,female,59.18173123,106.7724885
1,female,61.35111385,121.9663436
0,female,68.60383564,179.1819241
2,female,64.83144937,128.344592
1,female,63.01325688,121.7875666
2,female,59.83771201,127.9477482
2,female,61.9627955,133.3747615
1,female,61.24582794,102.9180335
2,female,61.73903741,127.160584
1,female,62.61886316,118.7161681
2,female,65.48082052,144.6430317
1,female,62.21184244,114.8507623
1,female,59.99852911,96.8564881
0,female,65.53155383,158.5988277
2,female,64.24667196,145.0280152
2,female,64.0906871,140.5301672
2,female,62.50449688,142.6396419
2,female,62.64351709,142.8873793
2,female,66.64463472,145.5401897
0,female,68.12290083,163.3446317
2,female,62.00807715,136.9972204
0,female,65.59356299,150.9350543
2,female,63.57792735,140.7609389
2,female,65.563359,141.2917843
1,female,56.75760363,88.88485318
1,female,58.04838794,92.32582991
0,female,68.59066677,171.175342
0,female,63.70113971,152.9049628
2,female,63.17884675,139.0521024
0,female,67.63212777,164.8676052
0,female,66.5400155,159.992035
2,female,62.23130644,136.6812383
1,female,60.57863068,97.97755401
2,female,63.3503419,136.1819166
0,female,67.04924432,160.7380964
0,female,67.51869267,170.3308892
0,female,65.65170738,159.4901643
2,female,62.62385249,142.9468274
2,female,63.50045353,137.1987003
0,female,65.87103803,156.4323785
2,female,64.84723373,144.9068857
1,female,60.25749331,110.1011398
0,female,70.9321942,175.9544006
1,female,59.66434062,107.3222459
2,female,62.19590817,137.284027
0,female,66.30910094,147.5865
0,female,65.67901099,148.2921528
1,female,58.85839773,98.54936416
2,female,63.69029962,132.9711104
2,female,63.16673849,130.7409331
1,female,60.5977271,106.969692
1,female,62.82508056,111.6150899
1,female,62.71365237,119.7897827
1,female,62.20503763,122.9178819
2,female,63.85709803,125.4017196
2,female,60.97800907,125.1043358
2,female,66.70007476,135.8560078
2,female,60.30344308,134.6948628
2,female,62.55949471,129.4392311
2,female,63.00806713,139.393373
1,female,61.39920632,118.2432149
1,female,64.01365361,121.8127222
1,female,62.1000961,109.3490317
0,female,65.25368855,149.5311184
0,female,68.04014331,161.8818408
2,female,65.60557537,136.1437489
2,female,65.17483088,139.9899341
2,female,63.71596998,144.2567905
2,female,64.96709452,134.7249661
2,female,62.58646378,132.7322547
0,female,66.07387009,162.9499448
1,female,60.66682247,121.5981684
0,female,64.84664419,149.6683685
2,female,62.32119688,132.1185901
2,female,63.52497621,147.0268505
2,female,61.08637767,127.1665764
2,female,64.17107603,127.2123134
0,female,66.26152705,153.7610221
1,female,57.20794645,99.49482376
2,female,63.32285136,130.8751159
1,female,58.98057425,105.9717599
0,female,64.39369345,152.2234019
0,female,66.3603886,152.7570847
2,female,64.53704804,130.6702599
0,female,66.59513683,154.3179978
0,female,64.76122573,151.9422647
2,female,59.76540236,133.4794844
0,female,63.34941636,156.005408
2,female,63.91972256,146.8326401
0,female,65.26855729,161.4777443
0,female,66.39159571,148.0556401
2,female,64.85319827,135.013854
0,female,66.89562967,151.5312834
0,female,65.89726968,150.4788514
2,female,63.74925332,133.5115409
2,female,62.49568087,137.5368148
2,female,66.05957019,141.3011082
2,female,62.37258696,135.7223056
2,female,63.44221178,134.8019736
2,female,64.52899794,131.1207907
2,female,64.24834298,139.2523386
2,female,63.45611879,124.0316881
2,female,64.74579099,147.318866
0,female,63.90216151,150.1875985
1,female,61.07244351,111.765897
1,female,63.18086385,117.0102569
2,female,64.21824828,137.6063446
1,female,61.49888657,102.6969745
2,female,63.97683336,142.3728799
2,female,61.25757265,131.4692816
2,female,65.65612605,136.8819796
2,female,64.12416537,135.0033475
0,female,67.72908192,147.5058713
1,female,56.63041198,89.48048027
1,female,58.2136141,98.86925293
2,female,60.04077935,125.681644
2,female,59.49740602,125.601269
2,female,65.55625722,133.3521644
2,female,63.06841835,131.1570669
1,female,62.86463327,120.2471476
2,female,65.47690259,138.1243692
0,female,67.32040665,149.0788272
1,female,60.40689306,122.2233387
2,female,62.79049539,145.9920454
2,female,64.48249467,140.0108252
2,female,63.79484016,124.6556389
2,female,63.37414261,138.0248037
1,female,62.79478141,123.5178064
2,female,62.89483969,129.943212
1,female,63.12513643,120.2741886
2,female,61.3884204,130.7341803
2,female,65.05814658,142.308517
1,female,60.64710531,121.8802568
2,female,63.88487552,126.9388714
0,female,65.20735945,150.4985789
0,female,67.96301617,162.4099885
2,female,62.30249658,128.3871093
2,female,66.77171597,126.3602341
2,female,65.22313622,129.1360695
2,female,64.814292,145.9059831
1,female,61.30514652,122.5347437
0,female,64.53286278,148.2067433
1,female,62.02462285,116.9714575
1,female,61.78145227,119.9561986
2,female,64.23556163,141.4013452
2,female,62.34179618,137.492143
1,female,59.03030228,107.7012466
0,female,65.25944197,149.599596
2,female,63.68318099,127.5975152
2,female,66.89411123,140.3460606
1,female,59.16960398,112.0439445
1,female,59.13908731,113.4687304
1,female,60.96626408,109.9463346
2,female,65.79751568,134.3427445
0,female,66.42211677,156.7526313
1,female,57.54026863,96.19051124
1,female,61.9059185,114.5683767
2,female,65.20448102,143.5633393
0,female,69.19026386,164.044585
0,female,64.00887647,154.0514298
2,female,63.95730896,127.44497
2,female,66.26929911,141.902024
2,female,65.17267686,143.8780294
2,female,61.93235191,124.7801646
0,female,66.81368056,168.5979295
2,female,62.90082475,137.4204558
2,female,62.37541849,134.8709061
0,female,66.84289808,151.4646487
2,female,63.88751514,124.7533776
0,female,66.84758482,165.2725113
2,female,66.50465323,144.2108305
1,female,58.70631542,101.9904703
2,female,63.1773988,138.0225925
1,female,65.15147542,122.7516541
2,female,63.08502361,124.4596255
2,female,62.09985424,133.7142245
2,female,64.58807841,129.3931761
0,female,63.29382892,159.8213042
2,female,64.09109366,142.1625528
2,female,62.20596414,130.5268833
1,female,61.19198331,103.5863855
2,female,67.25580418,142.8662452
0,female,71.43894678,175.0354915
1,female,60.55060489,108.2158828
2,female,62.61166008,125.0940219
1,female,61.87946336,108.1366394
1,female,62.31575207,123.7835638
1,female,64.06331722,116.4714427
2,female,60.19489695,127.8600001
0,female,68.23055435,161.3342321
2,female,65.42018319,134.6127158
0,female,65.64048341,148.4989196
1,female,59.5129817,106.6364295
2,female,64.98119598,129.8395889
0,female,65.87787498,159.8154688
1,female,59.30778715,108.4259896
2,female,66.07219278,142.595275
0,female,65.1908596,152.4997607
2,female,65.69358887,140.6084124
2,female,62.5864299,133.9281798
0,female,66.41090779,161.9913856
2,female,65.12952823,132.0637764
2,female,65.38331153,129.375502
0,female,67.17976088,159.3186434
0,female,64.26199957,148.3904797
2,female,64.17252542,142.4334237
1,female,61.10321629,120.409351
0,female,68.24470989,158.2517189
2,female,63.41995464,125.962116
0,female,65.88076207,159.8732014
0,female,65.002512,156.0571759
1,female,61.70957103,120.6043393
0,female,69.43688968,170.1388567
0,female,65.43169834,153.8187433
2,female,64.84259489,142.8791805
0,female,64.88968721,153.5862472
2,female,61.82516955,144.5554845
2,female,63.94262365,125.1941184
2,female,63.921176,140.8838346
1,female,60.71819027,116.6902151
0,female,63.97982305,156.6245497
0,female,68.63607651,156.4130944
2,female,61.29848462,137.9944788
1,female,60.88950084,113.0624577
2,female,64.12266119,141.0519382
2,female,68.21106634,145.4869036
0,female,67.02237071,162.0265524
0,female,70.26627391,158.234596
2,female,60.84274036,131.3054342
2,female,62.81735396,143.2487703
0,female,67.69056208,177.5006289
1,female,61.25243523,122.824105
0,female,66.07668187,156.2007061
0,female,69.33673566,167.6357866
2,female,60.57920806,127.3545
2,female,61.65417466,141.4963246
2,female,63.73768221,139.674979
1,female,62.23071362,108.1920028
2,female,65.18289324,143.7641298
0,female,65.49759091,151.5421182
2,female,65.24244306,144.7572027
0,female,65.91903699,165.0649701
1,female,55.85121382,103.7671373
1,female,58.80965363,93.05409138
2,female,63.70006702,142.3220397
2,female,62.85233176,145.3154971
2,female,64.89686166,143.3446924
1,female,63.3906337,110.5131809
2,female,64.23521606,143.313588
2,female,63.53546936,137.6229585
0,female,66.2040392,153.4137087
2,female,60.39463562,130.7854321
0,female,69.6262622,159.8678708
0,female,67.29725385,161.6447621
2,female,62.59001755,132.321686
2,female,64.83275222,136.4307282
1,female,61.92450049,113.66111
2,female,64.11049888,146.7562629
1,female,61.14474693,118.7982296
2,female,64.58779507,140.774671
2,female,64.36124908,141.2010452
0,female,66.06648919,158.5039833
1,female,59.83026358,99.72474197
2,female,64.00783813,135.6674164
2,female,64.11091536,134.1648394
1,female,61.77436603,122.4053644
2,female,64.05697554,139.4361968
0,female,65.93555512,152.120567
1,female,63.11858825,122.1151061
0,female,68.80466487,167.9461716
0,female,70.27402328,187.0017876
2,female,62.32555504,144.9423348
1,female,59.81504852,112.0974171
1,female,62.9964836,122.5647001
1,female,61.98344472,110.514437
2,female,64.15939075,136.8475981
2,female,60.52291207,124.7422909
2,female,64.13585627,132.9917952
2,female,63.72746926,140.0252851
0,female,66.16753664,153.7504439
0,female,67.73668409,152.7061928
0,female,67.83273727,160.3547688
1,female,58.10966317,96.26625015
1,female,61.53299916,115.2023128
0,female,62.89449041,151.3474651
2,female,63.10444892,138.3357127
2,female,64.0729203,127.2231881
2,female,62.4106343,143.3474601
2,female,64.31686633,143.8595692
0,female,65.88106687,166.3487935
2,female,66.62488381,141.1872616
1,female,62.02647968,123.172684
2,female,61.46733268,137.1435374
1,female,60.82576625,113.619398
1,female,60.58879917,109.306131
1,female,60.12416703,119.0574255
1,female,56.85608213,97.36497833
2,female,61.30392413,128.2692647
1,female,59.70748466,109.9236232
0,female,69.59810682,173.5299447
2,female,66.94262276,136.1322231
1,female,58.64632986,96.52484983
1,female,60.70979338,117.3331738
2,female,61.83971277,127.3276282
0,female,66.88732345,162.8724534
2,female,61.04190509,131.7023136
2,female,62.95232155,134.7337456
0,female,66.36787715,157.6160052
0,female,65.67417835,159.8904138
1,female,60.67078447,100.5598403
1,female,63.16697594,120.9445772
0,female,65.64671418,164.5575209
1,female,58.96406899,91.78554983
2,female,63.55211992,131.2986446
0,female,66.64672098,151.4455385
2,female,65.07541893,140.0529789
1,female,59.90027453,118.4689471
2,female,62.03126468,128.7486884
0,female,68.68723219,173.1158126
0,female,67.24822361,172.7136248
2,female,62.52361188,127.1497346
2,female,60.79782025,125.9344238
1,female,58.68839161,119.5990004
2,female,64.86131813,137.8295084
0,female,70.54430599,196.107116
2,female,66.25075083,140.5344275
2,female,62.75917679,134.7447573
1,female,60.43405462,118.4816241
2,female,64.83135951,143.086256
2,female,61.63063584,141.9804472
0,female,64.89687836,149.5452
0,female,63.26557982,148.9842158
1,female,64.43523315,122.5636535
0,female,61.764569,147.9577168
1,female,60.12986745,107.9193152
1,female,59.31253404,92.04308757
2,female,66.94105461,135.0100413
2,female,63.03869438,141.1707276
0,female,65.53746312,149.2941826
2,female,63.03426018,143.324946
2,female,63.36453642,135.9003519
0,female,65.22238954,153.4504405
2,female,60.36017485,127.8418125
0,female,68.16926789,160.3472255
2,female,64.74364313,141.9806467
2,female,65.39713247,141.5060198
2,female,62.94680791,131.2673993
0,female,67.10984048,161.5482523
1,female,61.26649788,101.2449191
2,female,65.08949215,133.3134954
2,female,65.28494604,129.2936024
2,female,64.99171357,137.8019703
0,female,64.8412154,154.4253044
1,female,60.19085828,117.9555182
0,female,69.64038156,157.0142879
2,female,57.67518109,125.9418654
2,female,61.56947428,128.5393113
1,female,57.55871033,105.1739234
2,female,65.79854427,143.7902033
1,female,62.95254098,120.673464
0,female,69.0511806,166.4519373
2,female,64.02742631,146.7899857
2,female,59.49907739,128.9156586
0,female,64.23394553,151.5407889
0,female,65.78672302,159.3739218
1,female,62.19870734,122.5489254
1,female,62.82824801,123.0711759
1,female,60.67343081,112.7154328
1,female,60.78481604,114.8923264
1,female,60.15950903,116.1063761
1,female,58.64461182,95.78796887
0,female,64.29469845,148.0660973
1,female,60.75091525,113.4184015
0,female,66.19049727,151.3217383
2,female,65.68294496,144.2361949
2,female,61.55011257,129.7543675
0,female,63.39650483,150.5420438
2,female,61.94547679,125.2247068
2,female,64.0512364,135.7940657
0,female,64.57326785,148.4755545
2,female,63.49706582,134.9154386
1,female,62.67015682,111.0806583
2,female,62.81038757,124.2675881
1,female,62.65661875,123.8704937
1,female,59.43615128,111.8641397
2,female,64.49394276,127.704661
2,female,60.69341088,130.0178479
2,female,63.70995948,135.8499247
1,female,59.79858727,102.7878264
2,female,63.52418987,129.9107459
0,female,68.46058235,170.1067118
0,female,66.64835582,159.5935443
2,female,66.71937696,146.8915768
2,female,65.15745357,136.7543482
0,female,69.50040047,178.0206745
2,female,63.03744961,131.0488453
1,female,60.67972344,114.83103
1,female,59.10419563,103.4189167
1,female,60.00246348,114.4457208
1,female,62.79256578,119.173397
1,female,61.5508608,122.8834374
0,female,67.48073671,164.4553438
2,female,64.79101824,140.4009132
1,female,62.4409304,121.4277282
0,female,66.55389802,150.0168761
1,female,62.18522129,111.0993215
2,female,65.31043614,136.4343931
0,female,67.83639708,156.2742967
0,female,63.7812151,166.1058005
1,female,61.33403251,107.4456601
2,female,66.31824074,138.53701
2,female,64.11602291,134.301425
1,female,63.10434746,116.9027706
1,female,58.21216479,101.7570249
1,female,63.00143169,120.1858889
1,female,59.34000726,110.1832221
2,female,63.03063504,126.7335347
2,female,63.52057456,130.4291136
2,female,62.09875715,136.3823338
2,female,63.18261777,132.2460944
0,female,65.06596586,153.5705183
0,female,68.68566293,165.9243187
2,female,63.03629419,130.1175208
2,female,63.25835097,124.2171675
2,female,63.91326022,131.0291786
1,female,58.19008892,107.0571408
1,female,57.80076874,86.19096018
2,female,65.36746816,139.195692
1,female,62.05967955,122.1970371
1,female,62.59864818,114.7668816
2,female,63.71115258,140.6194511
2,female,60.11391973,127.7124528
0,female,67.61251396,157.7608112
1,female,58.3872723,85.79308524
1,female,60.91002427,120.2719648
2,female,66.98592338,142.9203893
1,female,60.56852949,106.7912512
1,female,61.62199211,123.2337662
2,female,62.46081261,126.6795855
1,female,61.83171804,116.7950151
1,female,60.87058571,115.1322365
0,female,66.15717985,162.3391638
1,female,60.94279475,110.921331
1,female,60.49619323,111.8316825
0,female,66.16773322,153.6778364
2,female,64.5172152,139.0126839
2,female,63.43683136,141.5792121
2,female,62.3106683,131.3632748
2,female,62.89841407,125.0408918
2,female,64.51206408,132.6273658
2,female,64.74866445,133.5414178
2,female,63.33818482,144.7043395
1,female,62.81173389,123.0912871
2,female,63.49730372,146.2294359
0,female,64.05481065,149.7534739
2,female,64.3476316,138.8152612
2,female,63.08248579,135.946957
2,female,64.40193458,139.1247994
2,female,64.68247908,138.8540726
0,female,67.1920732,158.3422204
2,female,63.86805994,126.8346718
2,female,63.31341769,137.2769597
1,female,59.33081907,102.5159728
2,female,62.63584402,134.4188622
1,female,60.42138494,116.1012564
1,female,61.6584462,114.5699447
1,female,60.83423839,107.281036
1,female,64.6190906,121.5752625
1,female,60.62378116,120.3825732
2,female,64.17734256,146.6368341
0,female,64.70671644,161.6779034
1,female,59.9682045,103.6168184
2,female,65.29416502,138.8077001
2,female,63.8423043,129.5559748
2,female,63.16864837,142.0103791
0,female,65.95969117,149.8954417
0,female,66.14845885,162.2444575
1,female,62.7914093,120.4201033
2,female,65.74860119,142.0674379
2,female,60.97202098,138.4285107
0,female,64.09551838,149.2740995
0,female,66.81442135,156.8385803
2,female,66.42394365,132.6162798
0,female,65.86451928,158.1671682
1,female,59.76136964,103.9440187
2,female,64.10618092,144.7659428
1,female,59.69301635,110.3703479
2,female,62.78952408,141.718207
2,female,65.92886874,125.5158549
2,female,63.19434269,139.5312547
0,female,66.62714431,160.1351418
2,female,64.53147802,144.0885221
1,female,61.75934133,110.0257932
0,female,67.38506486,162.5506125
1,female,63.27695962,116.7618403
1,female,61.12204546,123.5979494
2,female,64.26375565,132.2831507
0,female,69.99520203,176.5508742
0,female,68.36543847,153.7426351
0,female,67.50784402,171.5916843
0,female,64.04358751,165.3264243
1,female,62.50733531,121.5464005
2,female,63.53958384,143.3636313
2,female,63.04027949,129.5452021
2,female,65.73605719,139.6403548
0,female,66.1276369,150.4336888
0,female,66.19434998,167.7347035
2,female,65.63279841,138.3333978
2,female,62.68294388,134.8998644
2,female,63.73767196,137.9402895
1,female,60.79827083,109.0969563
1,female,63.51015102,114.087596
2,female,63.43360753,145.9738979
1,female,62.06019925,115.3815382
2,female,64.39336637,127.7433071
0,female,63.82206715,153.6462012
1,female,62.24921445,116.6058007
2,female,63.45040176,133.515492
2,female,64.0828653,133.4513526
1,female,63.8962242,112.4251377
2,female,62.64491237,133.1100799
2,female,66.43590225,145.7849647
2,female,63.86322254,137.153446
0,female,63.67961802,154.9122113
2,female,64.7519358,138.3931774
0,female,66.25308603,153.8530874
1,female,62.49246418,117.3070672
0,female,65.4815212,147.7399528
1,female,61.16737637,111.5727657
2,female,64.38839608,130.9269019
2,female,62.71921297,138.230234
1,female,60.96780719,115.5024685
1,female,62.76313493,117.6540768
2,female,62.21139891,126.0014937
0,female,66.19557072,167.7911692
2,female,63.77260378,136.2982443
0,female,65.80484728,156.3625111
2,female,63.59179075,128.6146848
1,female,59.48142007,108.8958128
2,female,63.70998662,129.2726675
1,female,60.53183659,110.3637975
0,female,67.8487391,163.5803839
1,female,60.01556232,117.6669536
2,female,64.35441512,139.315166
2,female,64.29528413,131.2386511
1,female,60.65965538,117.9311163
1,female,62.19217636,119.8242878
1,female,60.17653777,109.2584195
1,female,59.64053159,100.5277473
2,female,63.88194593,142.9921353
2,female,64.4493419,140.3371153
2,female,64.08878272,135.8219936
0,female,62.48034215,153.2862206
2,female,62.2665918,138.3816792
1,female,59.70873056,114.9366291
2,female,65.54153881,134.6990636
0,female,66.34693509,156.789402
2,female,63.24477476,125.6937291
1,female,62.81992317,102.4003736
0,female,68.41011722,153.4653345
1,female,62.71683192,108.5926871
0,female,64.2805042,162.2989961
2,female,61.92419681,125.8216917
2,female,62.73718902,141.3430953
2,female,63.09309401,137.1122674
1,female,58.43126896,114.5044378
0,female,69.35848637,181.6209269
0,female,67.46079197,157.2586681
2,female,62.83568066,128.8506717
1,female,60.28059756,116.4681542
0,female,67.28135824,151.0068276
0,female,69.38224536,182.3085296
1,female,60.39879478,123.8314146
1,female,62.43242625,116.1614915
2,female,62.23139745,142.1556613
2,female,60.07624076,139.0846037
2,female,65.49901085,146.7844461
2,female,61.23838132,130.5276472
2,female,60.18097669,126.3457066
1,female,61.47813579,116.277148
0,female,68.55456816,151.7860393
0,female,67.97801985,157.8336334
1,female,60.50076559,120.9969839
2,female,62.04831857,141.224547
1,female,60.18343848,99.35503985
0,female,66.24696574,154.4063733
2,female,65.92406822,137.1991533
1,female,63.64157009,121.494688
2,female,62.15775128,133.9518892
2,female,67.03121709,145.5251904
1,female,62.71797937,113.6220658
1,female,58.59655453,107.048405
2,female,66.87497089,146.0579724
0,female,65.17926277,149.9470463
1,female,63.6760971,122.3446546
2,female,63.21668627,134.8961171
2,female,63.46611612,132.3618442
0,female,66.0810431,150.7059028
2,female,64.56167877,142.8417711
0,female,67.09966133,148.5627061
2,female,65.03874017,129.5108121
2,female,62.32127193,139.3209316
0,female,68.37545273,163.8097458
2,female,61.51198691,136.4245011
2,female,63.15852253,132.2344107
2,female,62.21584207,133.6151543
2,female,65.56431557,134.6209202
2,female,64.56262712,137.4400865
0,female,65.09530835,156.0623963
1,female,61.81552319,118.3258826
2,female,64.65579525,136.0442206
0,female,66.23045733,152.3126322
2,female,63.71493006,127.8768732
1,female,61.81966284,121.5803839
2,female,63.5528925,141.9530603
2,female,63.85308829,137.1486919
2,female,63.55635371,134.7505941
0,female,66.15592203,151.5670963
1,female,62.38950263,110.8056293
0,female,68.87426856,165.5921993
2,female,65.248367,137.1643052
1,female,59.71810115,109.8166548
1,female,61.01861057,120.8267004
1,female,59.10924752,104.8770677
1,female,61.66700337,115.6778924
2,female,62.36454965,128.4196255
2,female,66.03474721,132.2611657
2,female,64.26084149,131.395557
2,female,61.55136664,124.5142356
2,female,61.62720923,134.3352835
2,female,65.25541754,137.4155435
1,female,64.68860307,120.0888921
2,female,64.20538451,143.6233038
2,female,61.53892011,125.4972186
2,female,62.7748174,137.5099958
1,female,60.12477685,111.5768608
2,female,66.79100914,142.7758192
2,female,64.10940651,131.7791666
2,female,60.13284892,129.7351312
2,female,64.54716626,143.1906606
2,female,64.75536572,146.1156543
2,female,63.57910071,144.0550934
2,female,61.95169687,127.313317
2,female,62.15356217,134.0279128
0,female,64.90379908,152.572858
2,female,62.9433574,136.7731558
1,female,58.51016063,113.7885903
2,female,65.68692281,144.499251
2,female,62.33662335,134.112154
1,female,59.90353879,119.5808538
2,female,64.68403293,144.404884
0,female,64.8539766,158.445603
1,female,60.66750663,123.6249244
2,female,63.78789753,128.2041188
0,female,68.07802749,182.700437
1,female,62.71807654,116.0563416
1,female,60.92579066,114.7843992
1,female,63.35510222,122.1160477
0,female,67.20437177,156.1722271
1,female,58.3237477,117.053156
0,female,68.01439098,171.7982763
2,female,60.01386373,133.3275301
2,female,64.11319612,146.8912326
0,female,69.44538671,164.3698841
2,female,65.72053427,140.0248557
0,female,66.37858932,153.447071
2,female,64.76236607,135.7802295
2,female,62.83091941,142.5646953
1,female,56.94941514,107.1718559
1,female,61.75315958,113.0062574
0,female,67.74290144,152.6500975
0,female,65.25744512,155.1645527
1,female,63.041982,119.9372934
2,female,63.42844862,132.3576722
1,female,59.94211972,123.4984918
0,female,67.42648363,156.6650346
2,female,63.55140316,129.1620248
2,female,63.59516673,145.4775395
2,female,63.95141659,132.1063217
2,female,62.64236548,146.737562
1,female,58.61998063,114.0506067
1,female,62.04892563,116.5140682
0,female,65.08457733,149.1940926
2,female,64.55493433,134.5466637
2,female,62.18099705,133.8840593
1,female,60.4007145,118.7138093
1,female,56.67814049,97.26996668
2,female,62.44846964,132.3370775
0,female,65.16350081,151.97845
1,female,61.92104846,115.8748176
1,female,54.61685783,71.39374874
1,female,55.73973682,108.1219685
2,female,62.27668272,130.0909642
2,female,62.57079146,126.181469
2,female,62.40811817,142.7644183
1,female,60.17735145,98.74503773
2,female,61.66768853,134.7326578
0,female,67.33627469,164.9290431
0,female,68.78012315,176.4508177
1,female,60.54186818,102.5457909
2,female,63.80604453,145.4296505
2,female,65.73793487,144.0899169
1,female,60.21883776,109.1905292
1,female,62.8938216,118.2176407
2,female,66.68250215,147.1528159
1,female,62.73045911,110.2421108
2,female,65.44910637,140.6086262
2,female,61.70629215,124.812241
0,female,67.53086027,157.7152995
1,female,61.61238161,117.1031548
0,female,63.9399261,149.8572471
0,female,66.29405894,153.1386927
0,female,68.22540733,162.9247719
0,female,66.64332297,162.1600945
0,female,64.3225588,148.6514722
0,female,67.29626802,162.5281784
1,female,61.86561423,106.7320495
1,female,61.63989121,117.8486261
1,female,62.0733898,103.1410971
2,female,64.36759095,126.5191191
0,female,69.13614443,165.681834
2,female,63.42264679,138.4279556
0,female,65.88097189,151.0653245
2,female,63.34214998,138.945613
0,female,66.20841993,147.8559528
0,female,68.78656612,168.944931
0,female,64.70435852,152.5800089
0,female,64.74190345,152.9785678
0,female,65.60787045,154.2290731
2,female,66.23509454,145.2171775
0,female,65.10812003,157.584439
0,female,65.76964217,152.683156
0,female,66.67378369,148.4291279
2,female,61.92387506,130.7672493
0,female,66.06276486,160.2922506
0,female,67.16180565,160.2010312
1,female,56.97513323,89.16984997
0,female,64.08126978,157.5891411
2,female,63.20683042,140.4579414
1,female,57.98151241,92.11842639
2,female,62.63601614,129.5732048
2,female,67.2774973,146.4918982
0,female,69.08275948,163.6320265
2,female,62.37965119,130.7813929
0,female,64.86065867,159.5682255
1,female,62.23359829,122.7596294
0,female,70.64213544,183.2872782
2,female,65.38991636,140.7200929
2,female,63.30953931,134.417675
0,female,66.26522265,158.7429151
2,female,66.28293782,132.7557885
1,female,63.24273593,119.2295061
1,female,64.41585421,117.3365883
0,female,70.01483677,188.6178834
0,female,69.73506696,159.6296466
1,female,61.89055931,110.9196877
0,female,64.21086615,158.206206
2,female,62.50746559,126.1149338
2,female,64.25528936,124.9001814
2,female,62.8050638,124.765438
1,female,62.25271726,122.5800652
2,female,63.06073505,133.943537
2,female,61.95723857,130.9716415
1,female,59.17660952,115.4488156
0,female,66.38286997,150.1422991
0,female,65.07411934,149.2303332
2,female,60.71608236,130.6477151
1,female,62.64421696,123.7928975
1,female,60.95548665,105.8805806
0,female,68.8502596,178.2954625
2,female,63.59370915,144.4191869
2,female,64.21682077,145.6034656
0,female,64.45090467,153.0217758
1,female,56.78938641,95.32808768
0,female,67.00818656,151.7352353
0,female,68.99169059,183.6385803
1,female,59.76093236,100.362087
2,female,64.40859985,131.5244175
2,female,61.58004413,137.0530566
2,female,63.15074549,140.6803754
1,female,58.03741798,100.4968306
2,female,66.58413999,143.2963879
2,female,66.9828955,140.0166211
2,female,66.04039808,137.8745736
0,female,64.60313563,148.6388064
2,female,65.93552467,135.9267252
2,female,65.65512786,143.5331275
1,female,60.26640777,113.0695689
2,female,62.93589257,130.8436364
0,female,66.11894353,167.5735565
2,female,64.30621882,132.8640682
0,female,64.173306,149.326567
2,female,64.0354961,138.7013158
1,female,62.64635228,122.3360243
2,female,63.56537432,134.8007151
1,female,61.30736776,119.6320286
1,female,64.64085695,119.3293302
2,female,63.89752581,126.6145128
1,female,59.33956805,105.2986552
2,female,66.12383716,143.3714084
2,female,64.6652424,145.9794774
1,female,60.31504535,111.9748741
0,female,66.85497659,164.2431925
2,female,62.85937379,134.0516407
1,female,60.17489932,110.7760888
2,female,63.28198785,128.4898543
1,female,63.13687094,117.3050058
0,female,67.21296416,165.078885
2,female,60.16166919,130.8208099
0,female,68.96689782,152.430938
0,female,61.89507911,153.4658239
0,female,67.73892043,172.3628004
2,female,62.06411818,125.143641
1,female,62.1928871,121.5891983
2,female,64.73573226,132.5942454
0,female,63.95905849,159.7092788
2,female,63.92472801,139.6534613
2,female,63.01445919,144.4401386
2,female,63.349186,144.072707
1,female,61.73688973,106.4385659
0,female,65.31894566,154.480913
1,female,61.8356708,118.3613566
2,female,66.15189286,145.176663
2,female,66.42167293,142.1228207
2,female,63.52683564,131.8063333
0,female,65.20007287,148.0780988
2,female,65.204446,130.228195
0,female,67.46228603,156.3073107
